sentence,label
"diante quadro volatilidade incerteza , copom decidiu , por unanimidade , manter taxa selic 18 % ano .",2
"recente aumento preços piora expectativas inflação decorrentes , principalmente , depreciação acentuada câmbio , levaram copom , reunião extraordinária , fixar taxa selic 21 % ano . decisão por unanimidade .",0
"copom decidiu , avaliar quadro econômico , manter taxa selic 21 % ano , fixada reunião extraordinária último dia 14. decisão por unanimidade .",2
"aumento expectativa inflação 2003 levou copom aumentar taxa selic 22 % ano , sem viés .",2
"aumento inflação desde última reunião , aliado nível ainda elevado inflação esperada , levou copom aumentar taxa selic 25 % ano . decisão unânime .",2
"indicadores inflação mostram sinais queda . entanto , copom julgou convergência expectativas inflação trajetória metas recomenda elevação taxa selic 25,5 % ano . decisão unânime .",2
"inflação mostra sinais resistência . diante disso , copom decidiu , por unanimidade , elevar taxa selic 26,5 % a.a. concomitantemente , diretoria aumentou alíquota compulsório sobre depósitos vista 45 60 % .",0
"inflação mostra sinais queda . copom entende necessário aguardar efeitos recentes movimentos política monetária avaliar melhor impactos . diante disso , copom decidiu , por unanimidade , manter taxa selic 26,5 % a.a. incertezas quanto velocidade queda inflação cenário externo recomendam adoção viés alta .",1
"apesar verificar resistência queda acentuada índices mensais inflação , melhoraram perspectivas inflação desde última reunião . diante disso , copom decidiu manter , por unanimidade , taxa selic 26,5 % a.a. , sem viés .",1
"sinais política monetária começa obter resultados combate inflação . copom avalia consolidação queda inflação depende manutenção desse esforço . diante disso , copom decidiu , por unanimidade , manter taxa selic 26,5 % a.a. , sem viés .",0
"projeções inflação indicam convergência metas . razão disso , copom decidiu , por unanimidade , fixar taxa selic 26,0 % a.a. , sem viés .",0
"projeções inflação continuam indicar convergência trajetória metas . razão disso , copom decidiu , por unanimidade , fixar taxa selic 24,5 % a.a. , sem viés .",0
"dados divulgados desde última reunião copom confirmam resultados positivos obtidos política monetária fazer inflação convergir trajetória metas . diante desse quadro dentro estratégia gradualista flexibilização política monetária , copom decidiu fixar , por unanimidade , taxa selic 22 % a.a. , sem viés .",0
"dadas perspectivas favoráveis trajetória futura inflação , copom decidiu , por unanimidade , dar continuidade flexibilização política monetária fixar taxa selic 20 % a.a. , sem viés .",0
"tendo vista continuidade convergência inflação trajetória metas , copom decidiu , por unanimidade , fixar taxa selic 19 % a.a. , sem viés .",0
"avaliando perspectivas favoráveis trajetória inflação levando conta balanço riscos cercam trajetória , copom decidiu , por sete votos dois , fixar taxa selic 17,5 % a.a. , sem viés .",0
"tendo vista convergência inflação trajetória metas perspectivas favoráveis evolução atividade econômica , copom decidiu , por unanimidade , fixar taxa selic 16,5 % a.a. , sem viés .",2
"diante incertezas associadas mecanismo transmissão política monetária considerando efeitos corte 10 pontos percentuais taxa selic últimos meses ainda refletiram integralmente economia , copom resolveu interromper temporariamente processo flexibilização política monetária com intuito preservar conquistas recentes combate inflação processo retomada atividade econômica . assim , copom decidiu , por oito votos , manter taxa selic 16,5 % ano , sem viés .",1
"copom decidiu por unanimidade manter taxa selic 16,5 % ano , sem viés .",0
"tendo vista indicações recentes redução risco desvio inflação relação metas , copom decidiu , por 6 votos 3 , reduzir taxa selic 16,25 % ano , sem viés .",0
"avaliando perspectivas trajetória inflação , copom decidiu por unanimidade reduzir taxa selic 16 % ano , sem viés .",2
"avaliação copom , cenário evolução economia brasileira próximos meses combina continuidade retomada atividade observada desde segunda metade 2003 com convergência inflação trajetória metas . entanto , dada volatilidade recente , recomendável autoridade monetária atue forma prudente evitar volatilidade curto prazo venha ter efeitos duradouros sobre variáveis domésticas , justificáveis sólidos fundamentos economia . diante disso , copom decidiu manter taxa selic 16 % ano , sem viés , por seis votos favor três votos redução taxa selic 0,25 % .",1
"avaliando cenário macroeconômico perspectivas inflação , copom decidiu , por unanimidade , manter taxa selic 16 % ano , sem viés .",1
"avaliando perspectivas trajetória inflação 2004 2005 , copom decidiu , por unanimidade , manter taxa selic 16 % ano , sem viés .",1
"tendo vista perspectivas trajetória inflação , copom decidiu , por unanimidade , manter taxa selic 16 % ano , sem viés .",2
"copom decidiu elevar taxa selic 16,25 % ano , sem viés , por cinco votos favor três votos elevação taxa selic 0,50 % . com decisão , comitê dá início processo ajuste moderado taxa básica juros , forma trajetória inflação prejudique recuperação renda real , preservando , assim , crescimento sustentado economia .",2
"dando prosseguimento processo ajuste moderado taxa juros básica iniciado reunião setembro , copom decidiu elevar , por unanimidade , taxa selic 16,75 % ano , sem viés .",2
"dando prosseguimento processo ajuste taxa juros básica , iniciada reunião setembro , copom decidiu , por unanimidade , elevar taxa selic 17,25 % ano , sem viés .",2
"dando prosseguimento processo ajuste taxa juros básica iniciado reunião setembro , copom decidiu , por unanimidade , elevar taxa selic 17,75 % ano , sem viés .",2
"dando prosseguimento processo ajuste taxa juros básica iniciado reunião setembro 2004 , copom decidiu , por unanimidade , elevar taxa selic 18,25 % ano , sem viés .",2
"dando prosseguimento processo ajuste taxa juros básica iniciado reunião setembro 2004 , copom decidiu , por unanimidade , elevar taxa selic 18,75 % ano , sem viés .",2
"dando prosseguimento processo ajuste taxa juros básica iniciado reunião setembro 2004 , copom decidiu , por unanimidade , elevar taxa selic 19,25 % ano , sem viés .",2
"dando prosseguimento processo ajuste taxa juros básica iniciado reunião setembro 2004 , copom decidiu , por unanimidade , elevar taxa selic 19,50 % ano , sem viés .",2
"dando prosseguimento processo ajuste taxa juros básica iniciado reunião setembro 2004 , copom decidiu , por unanimidade , elevar taxa selic 19,75 % ano , sem viés .",0
"avaliando perspectivas trajetória inflação , copom decidiu , por unanimidade , manter taxa selic 19,75 % a.a. , sem viés .",1
"avaliando perspectivas trajetória inflação , copom decidiu , por unanimidade , manter taxa selic 19,75 % ano sem viés .",1
"avaliando perspectivas trajetória inflação , copom decidiu , por unanimidade , manter taxa selic 19,75 % ano , sem viés .",0
"avaliando flexibilização política monetária neste momento compromete conquistas obtidas combate inflação , copom decidiu , por unanimidade , reduzir taxa selic 19,50 % ano , sem viés .",0
"avaliando flexibilização política monetária neste momento compromete conquistas obtidas combate inflação , copom decidiu , por unanimidade , reduzir taxa selic 19,00 % ano , sem viés .",0
"dando prosseguimento processo flexibilização política monetária iniciado reunião setembro 2005 , copom decidiu , por unanimidade , reduzir taxa selic 18,50 % ano , sem viés .",0
"dando prosseguimento processo flexibilização política monetária iniciado reunião setembro 2005 , copom decidiu reduzir taxa selic 18 % ano , sem viés , por 6 votos favor 2 votos redução taxa selic 0,75 p.p .",0
"dando prosseguimento processo ajuste taxa juros básica , copom decidiu , por unanimidade , reduzir taxa selic 17,25 % ano , sem viés , acompanhar atentamente evolução cenário prospectivo inflação até próxima reunião , então definir próximos passos estratégia política monetária implementada desde setembro 2005 .",0
"dando prosseguimento processo flexibilização política monetária iniciado reunião setembro 2005 , copom decidiu reduzir taxa selic 16,50 % ano , sem viés , por seis votos favor três votos redução taxa selic 1,00 p.p .",0
"dando prosseguimento processo flexibilização política monetária , iniciado reunião setembro 2005 , copom decidiu , por unanimidade , reduzir taxa selic 15,75 % ano , sem viés , acompanhar evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",0
"dando prosseguimento processo flexibilização política monetária , iniciado reunião setembro 2005 , copom decidiu , por unanimidade , reduzir taxa selic 15,25 % ano , sem viés , acompanhar evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",0
"dando prosseguimento processo flexibilização política monetária , iniciado reunião setembro 2005 , copom decidiu , por unanimidade , reduzir taxa selic 14,75 % ano , sem viés , acompanhar evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",0
"avaliando cenário macroeconômico perspectivas inflação , copom decidiu , por unanimidade , reduzir taxa selic 14,25 % a.a. , sem viés .",0
"brasília - avaliando cenário macroeconômico perspectivas inflação , copom decidiu , por unanimidade , reduzir taxa selic 13,75 % a.a. , sem viés .",0
"avaliando cenário macroeconômico perspectivas inflação , copom decidiu reduzir taxa selic 13,25 % a.a. , sem viés , por cinco votos favor três votos redução taxa selic 0,25 p.p .",0
"dando prosseguimento processo flexibilização política monetária , copom decidiu reduzir taxa selic 13 % ano , sem viés , por cinco votos favor três votos redução taxa selic 0,50 p.p . diante incertezas associadas mecanismo transmissão política monetária , considerando efeitos reduções juros desde setembro 2005 ainda refletiram integralmente economia , copom avalia decisão contribuirá aumentar magnitude ajuste implementado .",0
"dando prosseguimento processo flexibilização política monetária , iniciado reunião setembro 2005 , copom decidiu , por unanimidade , reduzir taxa selic 12.75 % ano , sem viés .",0
"avaliando cenário macroeconômico perspectivas inflação , copom decidiu reduzir taxa selic 12,50 % a.a. , sem viés , por quatro votos favor três votos redução taxa selic 0,50 p.p .",0
"avaliando cenário macroeconômico perspectivas inflação , copom decidiu , neste momento , reduzir taxa selic 12 % a.a. , sem viés , por cinco votos favor dois votos redução taxa selic 0,25 p.p .",0
"avaliando perspectivas inflação , copom decidiu reduzir taxa selic 11,50 % a.a. , sem viés , por quatro votos favor três votos redução taxa selic 0,25 p.p . comitê irá acompanhar evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",0
"copom avaliou conjuntura macroeconômica considerou , neste momento , balanço riscos trajetória prospectiva inflação ainda justificaria estímulo monetário adicional . dessa forma , comitê decidiu , por unanimidade , reduzir taxa selic 11,25 % a.a. , sem viés . comitê irá monitorar atentamente evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",2
"avaliando conjuntura macroeconômica , copom decidiu , por unanimidade , fazer pausa processo flexibilização política monetária manter taxa selic 11,25 % ano , sem viés .",1
"avaliando conjuntura macroeconômica cenário prospectivo inflação , copom decidiu , por unanimidade , manter taxa selic 11,25 % ano , sem viés .",1
"avaliando conjuntura macroeconômica perspectivas inflação , copom decidiu , por unanimidade , manter taxa selic 11,25 % a.a. , sem viés . comitê irá acompanhar evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",1
"avaliando conjuntura macroeconômica perspectivas inflação , copom decidiu , por unanimidade , manter taxa selic 11,25 % a.a. , sem viés . comitê irá monitorar atentamente evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária.05 março 2008 .",2
"avaliando conjuntura macroeconômica perspectivas inflação , copom decidiu , por unanimidade , elevar taxa selic 11,75 % a.a. , sem viés . comitê entende decisão realizar , imediato , parte relevante movimento taxa básica juros irá contribuir diminuição tempestiva risco configura cenário inflacionário , conseqüência , reduzir magnitude ajuste total implementado .",2
"dando prosseguimento processo ajuste taxa juros básica iniciado reunião abril , copom decidiu , por unanimidade , elevar taxa selic 12,25 % ano , sem viés .",2
"avaliando cenário macroeconômico com vistas promover tempestivamente convergência inflação trajetória metas , copom decidiu , por unanimidade , elevar taxa selic 13,00 % ano , sem viés .",2
"avaliando cenário macroeconômico , copom decidiu elevar taxa selic 13,75 % ano , sem viés , por cinco votos favor três elevação taxa selic 0,50 p.p. , com vistas promover tempestivamente convergência inflação trajetória metas .",0
"avaliando cenário prospectivo balanço riscos inflação , ambiente maior incerteza , copom decidiu por unanimidade , neste momento , manter taxa selic 13,75 % a.a. , sem viés .",1
"tendo maioria membros comitê discutido possibilidade reduzir taxa básica juros nesta reunião , ambiente macroeconômico continua cercado por grande incerteza , copom decidiu , por unanimidade , ainda manter taxa selic 13,75 % a. a. , sem viés , neste momento . comitê irá monitorar atentamente evolução cenário prospectivo inflação com vistas definir tempestivamente próximos passos estratégia política monetária .",0
"avaliando perspectivas inflação , copom decidiu , neste momento , reduzir taxa selic 12,75 % a.a. , sem viés , por cinco votos favor três votos redução taxa selic 0,75 p.p . com , comitê inicia processo flexibilização política monetária realizando imediato parte relevante movimento taxa básica juros , sem prejuízo cumprimento meta inflação .",0
"avaliando cenário macroeconômico , copom decidiu , neste momento , reduzir taxa selic 11,25 % a.a. , sem viés , por unanimidade . comitê acompanhará evolução trajetória prospectiva inflação até próxima reunião , levando conta magnitude rapidez ajuste taxa básica juros implementado efeitos cumulativos , então definir próximos passos estratégia política monetária .",0
"avaliando cenário macroeconômico visando ampliar processo distensão monetária , copom decidiu reduzir taxa selic 10,25 % a.a. , sem viés , por unanimidade .",0
"tendo vista perspectivas inflação relação trajetória metas , copom decidiu reduzir taxa selic 9,25 % a.a. , sem viés , por seis votos favor dois votos redução taxa selic 0,75 p.p . levando conta mudanças taxa básica juros têm efeitos sobre atividade econômica sobre dinâmica inflacionária acumulam longo tempo , comitê concorda qualquer flexibilização monetária adicional deverá implementada maneira parcimoniosa . copom acompanhará atentamente evolução cenário prospectivo inflação até próxima reunião , então definir próximos passos estratégia política monetária .",0
"tendo vista perspectivas inflação relação trajetória metas , copom decidiu reduzir taxa selic 8,75 % a.a. , sem viés , por unanimidade . levando conta flexibilização política monetária implementada desde janeiro efeitos defasados cumulativos sobre economia , comitê avalia , neste momento , patamar taxa básica juros consistente com cenário inflacionário benigno , contribuindo assegurar convergência inflação trajetória metas longo horizonte relevante , bem recuperação inflacionária atividade econômica .",2
"tendo vista perspectivas inflação relação trajetória metas , copom decidiu manter taxa selic 8,75 % a.a. , sem viés , por unanimidade . levando conta , por lado , flexibilização política monetária implementada desde janeiro , por outro , margem ociosidade fatores produtivos , outros fatores , comitê avalia patamar taxa básica juros consistente com cenário inflacionário benigno , contribuindo assegurar manutenção inflação trajetória metas longo horizonte relevante recuperação inflacionária atividade econômica .",1
"tendo vista perspectivas inflação relação trajetória metas , copom decidiu manter taxa selic 8,75 % a.a. , sem viés , por unanimidade . levando conta , por lado , flexibilização política monetária implementada desde janeiro , por outro , margem ociosidade fatores produtivos , outros fatores , comitê avalia patamar taxa básica juros consistente com cenário inflacionário benigno , contribuindo assegurar manutenção inflação trajetória metas longo horizonte relevante recuperação inflacionária atividade econômica .",1
"tendo vista perspectivas inflação relação trajetória metas , copom decidiu manter taxa selic 8,75 % a.a. , sem viés , por unanimidade . levando conta , por lado , flexibilização política monetária implementada desde janeiro , por outro , margem ociosidade remanescente fatores produtivos , outros fatores , comitê avalia , neste momento , patamar taxa básica juros consistente com cenário inflacionário benigno , contribuindo assegurar manutenção inflação trajetória metas longo horizonte relevante recuperação inflacionária atividade econômica .",1
"avaliando conjuntura macroeconômica perspectivas inflação , copom decidiu , por unanimidade , manter taxa selic 8,75 % a.a. , sem viés . comitê irá acompanhar evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",1
"avaliando conjuntura macroeconômica perspectivas inflação , copom decidiu manter taxa selic 8,75 % a.a. , sem viés , por cinco votos favor três votos elevação taxa selic 0,5 p.p . comitê irá monitorar atentamente evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",2
"dando seguimento processo ajuste condições monetárias cenário prospectivo economia , assegurar convergência inflação trajetória metas , copom decidiu , por unanimidade , elevar taxa selic 9,50 % a.a. , sem viés .",2
"dando seguimento processo ajuste condições monetárias cenário prospectivo economia , assegurar convergência inflação trajetória metas , copom decidiu , por unanimidade , elevar taxa selic 10,25 % a.a. , sem viés .",2
"avaliando conjuntura macroeconômica perspectivas inflação , copom decidiu , por unanimidade , elevar taxa selic 10,75 % a.a. , sem viés.considerando processo redução riscos cenário inflacionário configura desde última reunião copom , deve evolução recente fatores domésticos externos , comitê entende decisão irá contribuir intensificar processo .",0
"copom decidiu , por unanimidade , manter taxa selic 10,75 % a.a. , sem viés . tempo espera nível inflação registrado últimos meses mantenha futuro próximo , copom observa continuação processo redução riscos cenário inflacionário configura desde penúltima reunião . nesse contexto , comitê avalia , neste momento , manutenção taxa juros básica nível estabelecido reunião julho proporciona condições adequadas assegurar convergência inflação trajetória metas .",1
"avaliando cenário macroeconômico perspectivas inflação , copom decidiu , por unanimidade , manter taxa selic 10,75 % a.a. , sem viés .",1
"avaliando conjuntura macroeconômica perspectivas inflação , copom decidiu , por unanimidade , manter taxa selic 10,75 % a.a. , sem viés.diante cenário prospectivo menos favorável observado última reunião , tendo vista , devido condições crédito liquidez , banco central introduziu recentemente medidas macroprudenciais , prevaleceu entendimento membros comitê necessário tempo adicional melhor aferir efeitos dessas iniciativas sobre condições monetárias . nesse sentido , comitê entendeu oportuno reavaliar estratégia política monetária nesta reunião irá acompanhar atentamente evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",2
"copom decidiu , por unanimidade , elevar taxa selic 11,25 % a.a. , sem viés , dando início processo ajuste taxa básica juros , cujos efeitos , somados ações macroprudenciais , contribuirão inflação convirja trajetória metas .",2
"dando seguimento processo ajuste condições monetárias , copom decidiu , por unanimidade , elevar taxa selic 11,75 % a.a. , sem viés .",2
"dando seguimento processo ajuste condições monetárias , copom decidiu elevar taxa selic 12,00 % a.a. , sem viés , por cinco votos favor dois votos aumento taxa selic 0,50 p.p.considerando balanço riscos inflação , ritmo ainda incerto moderação atividade doméstica , bem complexidade ora envolve ambiente internacional , comitê entende , neste momento , implementação ajustes condições monetárias por período suficientemente prolongado estratégia adequada garantir convergência inflação meta 2012 .",2
"dando seguimento processo ajuste gradual condições monetárias , copom decidiu , por unanimidade , elevar taxa selic 12,25 % a.a. , sem viés.considerando balanço riscos inflação , ritmo ainda incerto moderação atividade doméstica , bem complexidade envolve ambiente internacional , comitê entende implementação ajustes condições monetárias por período suficientemente prolongado continua sendo estratégia adequada garantir convergência inflação meta 2012 .",2
"avaliando cenário prospectivo balanço riscos inflação , copom decidiu , por unanimidade , neste momento , elevar taxa selic 12,50 % a.a. , sem viés .",0
"copom decidiu reduzir taxa selic 12,00 % a.a. , sem viés , por cinco votos favor dois votos manutenção taxa selic 12,50 % a.a. reavaliando cenário internacional , copom considera substancial deterioração , consubstanciada , por exemplo , reduções generalizadas grande magnitude projeções crescimento principais blocos econômicos . comitê entende aumentaram chances restrições quais hoje expostas diversas economias maduras prolonguem por período tempo maior antecipado . nota ainda , nessas economias , parece limitado espaço utilização política monetária prevalece cenário restrição fiscal . dessa forma , comitê avalia cenário internacional manifesta viés desinflacionário horizonte relevante . copom , transmissão desenvolvimentos externos economia brasileira pode materializar por intermédio diversos canais , outros , redução corrente comércio , moderação fluxo investimentos , condições crédito restritivas piora sentimento consumidores empresários . comitê entende complexidade cerca ambiente internacional contribuirá intensificar acelerar processo curso moderação atividade doméstica , manifesta , por exemplo , recuo projeções crescimento economia brasileira . dessa forma , horizonte relevante , balanço riscos inflação torna favorável . propósito , aponta nessa direção revisão cenário política fiscal.nesse contexto , copom entende , tempestivamente mitigar efeitos vindos ambiente global restritivo , ajuste moderado nível taxa básica consistente com cenário convergência inflação meta 2012. comitê irá monitorar atentamente evolução ambiente macroeconômico desdobramentos cenário internacional então definir próximos passos estratégia política monetária .",0
"dando seguimento processo ajuste condições monetárias , copom decidiu , por unanimidade , reduzir taxa selic 11,50 % a.a. , sem viés . copom entende , tempestivamente mitigar efeitos vindos ambiente global restritivo , ajuste moderado nível taxa básica consistente com cenário convergência inflação meta 2012 .",0
"dando seguimento processo ajuste condições monetárias , copom decidiu , por unanimidade , reduzir taxa selic 11,00 % a.a. , sem viés . copom entende , tempestivamente mitigar efeitos vindos ambiente global restritivo , ajuste moderado nível taxa básica consistente com cenário convergência inflação meta 2012 .",0
"copom emitiu seguinte nota informativa público : '' dando seguimento processo ajuste condições monetárias , copom decidiu , por unanimidade , reduzir taxa selic 10,50 % a.a. , sem viés . copom entende , tempestivamente mitigar efeitos vindos ambiente global restritivo , ajuste moderado nível taxa básica consistente com cenário convergência inflação meta 2012 . `` .",0
"copom emitiu seguinte nota informativa público : '' dando seguimento processo ajuste condições monetárias , copom decidiu reduzir taxa selic 9,75 % a.a. , sem viés , por cinco votos favor dois votos redução taxa selic 0,5 p.p . `` .",0
"copom emitiu seguinte nota informativa público : '' copom considera , neste momento , permanecem limitados riscos trajetória inflação . comitê nota ainda , até agora , dada fragilidade economia global , contribuição setor externo sido desinflacionária . diante disso , dando seguimento processo ajuste condições monetárias , copom decidiu , por unanimidade , reduzir taxa selic 9,00 % a.a. , sem viés . '' .",0
"copom emitiu seguinte nota informativa público : '' copom considera , neste momento , permanecem limitados riscos trajetória inflação . comitê nota ainda , até agora , dada fragilidade economia global , contribuição setor externo sido desinflacionária . diante disso , dando seguimento processo ajuste condições monetárias , copom decidiu reduzir taxa selic 8,50 % a.a. , sem viés . votaram redução taxa selic 8,50 % seguintes membros comitê : alexandre antonio tombini , presidente , aldo luiz mendes , altamir lopes , anthero moraes meirelles , carlos hamilton vasconcelos araújo , luiz awazu pereira silva sidnei corrêa marques . '' .",0
"copom emitiu seguinte nota informativa público : '' copom considera , neste momento , permanecem limitados riscos trajetória inflação . comitê nota ainda , até agora , dada fragilidade economia global , contribuição setor externo sido desinflacionária . diante disso , dando seguimento processo ajuste condições monetárias , copom decidiu , por unanimidade , reduzir taxa selic 8,00 % a.a. , sem viés . votaram redução taxa selic 8,00 % seguintes membros comitê : alexandre antonio tombini , presidente , aldo luiz mendes , altamir lopes , anthero moraes meirelles , carlos hamilton vasconcelos araújo , luiz awazu pereira silva , luiz edson feltrim sidnei corrêa marques. `` .",0
"copom emitiu seguinte nota informativa público : '' copom decidiu , por unanimidade , reduzir taxa selic 7,50 % a.a. , sem viés . considerando efeitos cumulativos defasados ações política implementadas até momento , parte refletem recuperação curso atividade econômica , copom entende , cenário prospectivo vier comportar ajuste adicional condições monetárias , movimento deverá conduzido com máxima parcimônia.votaram redução taxa selic 7,50 % seguintes membros comitê : alexandre antonio tombini , presidente , aldo luiz mendes , altamir lopes , anthero moraes meirelles , carlos hamilton vasconcelos araújo , luiz awazu pereira silva , luiz edson feltrim sidnei corrêa marques. `` .",0
"copom emitiu seguinte nota informativa público : '' copom decidiu reduzir taxa selic 7,25 % a.a. , sem viés , por 5 votos favor 3 votos manutenção taxa selic 7,50 % a.a. considerando balanço riscos inflação , recuperação atividade doméstica complexidade envolve ambiente internacional , comitê entende estabilidade condições monetárias por período tempo suficientemente prolongado estratégia adequada garantir convergência inflação meta , ainda forma linear . votaram redução taxa selic 7,25 % a.a. seguintes membros comitê : alexandre antonio tombini , presidente , aldo luiz mendes , altamir lopes , luiz awazu pereira silva luiz edson feltrim . votaram manutenção taxa selic 7,50 % a.a. seguintes membros comitê : anthero moraes meirelles , carlos hamilton vasconcelos araújo sidnei corrêa marques. `` .",2
"copom emitiu seguinte nota informativa público : '' copom decidiu , por unanimidade , manter taxa selic 7,25 % a.a. , sem viés . considerando balanço riscos inflação , recuperação atividade doméstica complexidade envolve ambiente internacional , comitê entende estabilidade condições monetárias por período tempo suficientemente prolongado estratégia adequada garantir convergência inflação meta , ainda forma linear .",1
"`` copom decidiu , por unanimidade , manter taxa selic 7,25 % a.a. , sem viés . considerando balanço riscos inflação , apresentou piora curto prazo , recuperação atividade doméstica , menos intensa esperado , complexidade ainda envolve ambiente internacional , comitê entende estabilidade condições monetárias por período tempo suficientemente prolongado estratégia adequada garantir convergência inflação meta .",1
"`` avaliando conjuntura macroeconômica perspectivas inflação , copom decidiu , por unanimidade , manter taxa selic 7,25 % a.a. , sem viés . comitê irá acompanhar evolução cenário macroeconômico até próxima reunião , então definir próximos passos estratégia política monetária .",2
"`` copom decidiu elevar taxa selic 7,50 % a.a. , sem viés , por seis votos favor dois votos manutenção taxa selic 7,25 % a.a. comitê avalia nível elevado inflação dispersão aumentos preços , outros fatores , contribuem inflação mostre resistência ensejam resposta política monetária . por outro lado , copom pondera incertezas internas , principalmente , externas cercam cenário prospectivo inflação recomendam política monetária administrada com cautela . votaram elevação taxa selic 7,50 % a.a. seguintes membros comitê : alexandre antonio tombini ( presidente ) , altamir lopes , anthero moraes meirelles , carlos hamilton vasconcelos araújo , luiz edson feltrim sidnei corrêa marques . votaram manutenção taxa selic 7,25 % a.a. seguintes membros comitê : aldo luiz mendes luiz awazu pereira silva. `` .",2
"`` dando prosseguimento ajuste taxa básica juros , copom decidiu , por unanimidade , elevar taxa selic 8,00 % ano , sem viés . comitê avalia decisão contribuirá colocar inflação declínio assegurar tendência persista próximo ano .",2
